follow,https://www.myinstants.com/media/sounds/short_sms_wcluqam.mp3
fart,https://www.myinstants.com/media/sounds/dry-fart.mp3
pluh,https://www.myinstants.com/media/sounds/pluh.mp3
boom,https://www.myinstants.com/media/sounds/vine-boom.mp3
discord,https://www.myinstants.com/media/sounds/discord-notification.mp3
